timestamp,yaw,yaw_virtual,velocity,filtered_velocity,forward_velocity,lateral_velocity,angular_velocity
1751367168.2486887,-23.999984741210938,-23.999984741210938,0.0,2.0693542171355668e-15,0.0,0,0.0
1751367168.2996032,-23.999984741210938,-23.999984741210938,0.0,2.0693542171355668e-15,0.0,0,0.0
1751367168.3503582,-25.0,-25.0,0.0,1.3243866989667628e-15,0.0,0,0.0
1751367168.4008892,-25.0,-25.0,0.0,1.3243866989667628e-15,0.0,0,0.0
1751367168.4514322,-25.0,-25.0,0.0,8.476074873387283e-16,0.0,0,0.0
1751367168.5019915,-25.0,-25.0,0.0,8.476074873387283e-16,0.0,0,0.0
1751367168.5525756,-25.0,-25.0,0.0,5.424687918967862e-16,0.0,0,0.0
1751367168.6033335,-25.0,-25.0,0.0,5.424687918967862e-16,0.0,0,0.0
1751367168.65455,-25.0,-25.0,0.0,3.471800268139432e-16,0.0,0,0.0
1751367168.7048151,-25.0,-25.0,0.0,3.471800268139432e-16,0.0,0,0.0
1751367168.755521,-27.999996185302734,-27.999996185302734,0.0,2.221952171609237e-16,0.0,0,0.0
1751367168.8062348,-27.999996185302734,-27.999996185302734,0.0,2.221952171609237e-16,0.0,0,0.0
1751367168.8566754,-27.000003814697266,-27.000003814697266,0.0,1.4220493898299117e-16,0.0,0,0.0
1751367168.906992,-27.000003814697266,-27.000003814697266,0.0,1.4220493898299117e-16,0.0,0,0.0
1751367168.9574666,-29.0,-29.0,0.0,9.101116094911436e-17,0.0,0,0.0
1751367169.0079753,-29.0,-29.0,0.0,9.101116094911436e-17,0.0,0,0.0
1751367169.0587828,-29.0,-29.0,0.0,5.824714300743319e-17,0.0,0,0.0
1751367169.109218,-29.0,-29.0,0.0,5.824714300743319e-17,0.0,0,0.0
1751367169.1596127,-30.000003814697266,-30.000003814697266,0.0,3.727817152475725e-17,0.0,0,0.0
1751367169.2099788,-30.000003814697266,-30.000003814697266,0.0,3.727817152475725e-17,0.0,0,0.0
1751367169.2605546,-30.000003814697266,-30.000003814697266,0.003000000026077032,0.0010800000093877556,0.0,0,0.0
1751367169.3108995,-30.000003814697266,-30.000003814697266,0.003000000026077032,0.0010800000093877556,0.0,0,0.0
1751367169.3616264,-30.000003814697266,-30.000003814697266,0.09100000560283661,0.03441120158433916,0.0,0,0.0
1751367169.4119809,-30.000003814697266,-30.000003814697266,0.09100000560283661,0.03441120158433916,0.0,0,0.0
1751367169.4622846,-30.000003814697266,-118.0,2.5,0.536103170129776,0,0,0.0
1751367169.5126991,-30.000003814697266,-118.0,2.5,0.536103170129776,0,0,0.0
1751367169.563158,-30.000003814697266,-116.99999237060547,2.5,1.2431060288830569,0,-0.25,0.0
1751367169.613518,-30.000003814697266,-116.99999237060547,2.5,1.2431060288830569,0,-0.25,0.0
1751367169.6639616,-30.000003814697266,-116.0,2.5,1.3163878601064027,0,-0.25,0.0
1751367169.7147877,-30.000003814697266,-115.0,2.5,1.5531102880851222,0,-0.25,0.0
1751367169.766768,-30.000003814697266,-113.99999237060547,0.1300000101327896,1.2684882324946556,0,-0.25,0.0
